source_rel_path,domain,excluded_stage,reason,source_size_bytes,listed_in_sensitive_skip,local_file_deleted,schema_opened,message_or_contact_rows_selected
app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/data/8/applet.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,6086656,false,false,false,false
app_data/radium/users/f329198777cc4229b682e34e4c24ced4/applet/data/8/applet.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,2596864,false,false,false,false
app_data/radium/web/profiles/game/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
app_data/radium/web/profiles/game_7865bc9b83a075b9b3dcb4e865b3a80f/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
app_data/radium/web/profiles/game_f329198777cc4229b682e34e4c24ced4/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
app_data/radium/web/profiles/multitab/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
app_data/radium/web/profiles/multitab_7865bc9b83a075b9b3dcb4e865b3a80f/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
app_data/radium/web/profiles/web_shell/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
app_data/radium/web/profiles/webview_7865bc9b83a075b9b3dcb4e865b3a80f/heavy_ad_intervention_opt_out.db,app_data/radium_db,domain_not_in_sprint2b_scope,domain_not_allowed_for_bundle,16384,false,false,false,false
xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/brandprivatemsg@hardcode.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/f2641800tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/f2641800tinfo.mmkv.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/storage_common,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/storage_common.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_hhh910arp3m212_02c5/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_hhh910arp3m212_02c5/db_storage/MMKV/brandprivatemsg@hardcode.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
