candidate_id,rel_path,domain,size_bytes,mtime_iso,candidate_reason,skip_reason,allowed_action,schema_opened,message_or_contact_rows_selected
DB00036,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx537b4d99bfc358e8/mmkvadapterstorage/wx537b4d99bfc358e8,mmkv_or_key_value,16384,2026-05-11T15:47:10+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00037,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx537b4d99bfc358e8/mmkvadapterstorage/wx537b4d99bfc358e8.crc,mmkv_or_key_value,16384,2026-05-11T15:47:10+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00038,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx76722bb299feb3bd/mmkvadapterstorage/wx76722bb299feb3bd,mmkv_or_key_value,16384,2026-06-08T15:01:48+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00039,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx76722bb299feb3bd/mmkvadapterstorage/wx76722bb299feb3bd.crc,mmkv_or_key_value,16384,2026-06-08T15:01:48+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00040,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx33fd6cdc62520063/mmkvadapterstorage/wx33fd6cdc62520063,mmkv_or_key_value,16384,2026-05-11T12:01:39+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00041,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx33fd6cdc62520063/mmkvadapterstorage/wx33fd6cdc62520063.crc,mmkv_or_key_value,16384,2026-05-11T12:01:39+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00042,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx8a5d6f9fad07544e/mmkvadapterstorage/wx8a5d6f9fad07544e.crc,mmkv_or_key_value,16384,2026-06-01T21:03:41+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00043,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx8a5d6f9fad07544e/mmkvadapterstorage/wx8a5d6f9fad07544e,mmkv_or_key_value,16384,2026-06-01T21:03:41+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00044,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx197dedca5119a181/mmkvadapterstorage/wx197dedca5119a181.crc,mmkv_or_key_value,16384,2026-01-21T20:55:33+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00045,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx197dedca5119a181/mmkvadapterstorage/wx197dedca5119a181,mmkv_or_key_value,16384,2026-01-21T20:55:33+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00046,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx0e6ed4f51db9d078/mmkvadapterstorage/wx0e6ed4f51db9d078.crc,mmkv_or_key_value,16384,2026-01-26T14:24:12+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00047,app_data/radium/users/7865bc9b83a075b9b3dcb4e865b3a80f/applet/local/wx0e6ed4f51db9d078/mmkvadapterstorage/wx0e6ed4f51db9d078,mmkv_or_key_value,16384,2026-01-26T14:24:12+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00050,app_data/radium/users/f329198777cc4229b682e34e4c24ced4/mmkv/codecache_appid_dict/codecache_appid_dict,mmkv_or_key_value,16384,2026-03-26T15:19:39+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00051,app_data/radium/users/f329198777cc4229b682e34e4c24ced4/mmkv/codecache_appid_dict/codecache_appid_dict.crc,mmkv_or_key_value,16384,2026-03-26T15:19:39+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00052,app_data/radium/users/f329198777cc4229b682e34e4c24ced4/mmkv/xweb_user_storage/xweb_user_storage,mmkv_or_key_value,32768,2026-03-26T17:20:43+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00053,app_data/radium/users/f329198777cc4229b682e34e4c24ced4/mmkv/xweb_user_storage/xweb_user_storage.crc,mmkv_or_key_value,16384,2026-03-26T17:20:43+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00054,app_data/radium/users/f329198777cc4229b682e34e4c24ced4/mmkv/user_config_storage/user_config_storage.crc,mmkv_or_key_value,16384,2026-03-26T15:19:28+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00055,app_data/radium/users/f329198777cc4229b682e34e4c24ced4/mmkv/user_config_storage/user_config_storage,mmkv_or_key_value,16384,2026-03-26T15:19:28+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00058,app_data/login/wxid_hhh910arp3m212/key_info.dat,protected_key_info_or_login,180,2025-10-27T10:33:08+10:00,sensitive_key_info_name,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00059,app_data/login/wxid_1eryssl2o0jk12/key_info.dat,protected_key_info_or_login,180,2026-03-26T15:18:49+10:00,sensitive_key_info_name,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00060,app_data/login/key_info.dat,protected_key_info_or_login,180,2026-01-30T12:31:24+10:00,sensitive_key_info_name,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00061,app_data/login/wxid_rtkga2i8r63812/key_info.dat,protected_key_info_or_login,180,2026-06-29T18:25:24+10:00,sensitive_key_info_name,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00062,xwechat_files/all_users/login/wxid_hhh910arp3m212/key_info.db-wal,protected_key_info_or_login,0,2026-07-01T18:30:21+10:00,wal_shm_companion_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00063,xwechat_files/all_users/login/wxid_hhh910arp3m212/key_info.db-shm,protected_key_info_or_login,32768,2026-07-01T18:30:21+10:00,wal_shm_companion_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00064,xwechat_files/all_users/login/wxid_hhh910arp3m212/key_info.db,protected_key_info_or_login,12288,2025-10-27T10:33:15+10:00,db_like_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00065,xwechat_files/all_users/login/wxid_1eryssl2o0jk12/key_info.db-wal,protected_key_info_or_login,0,2026-07-01T18:30:21+10:00,wal_shm_companion_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00066,xwechat_files/all_users/login/wxid_1eryssl2o0jk12/key_info.db-shm,protected_key_info_or_login,32768,2026-07-01T18:30:21+10:00,wal_shm_companion_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00067,xwechat_files/all_users/login/wxid_1eryssl2o0jk12/key_info.db,protected_key_info_or_login,12288,2026-03-26T15:18:57+10:00,db_like_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00068,xwechat_files/all_users/login/wxid_rtkga2i8r63812/key_info.db-wal,protected_key_info_or_login,0,2026-07-01T18:30:21+10:00,wal_shm_companion_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00069,xwechat_files/all_users/login/wxid_rtkga2i8r63812/key_info.db-shm,protected_key_info_or_login,32768,2026-07-01T18:33:08+10:00,wal_shm_companion_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00070,xwechat_files/all_users/login/wxid_rtkga2i8r63812/key_info.db,protected_key_info_or_login,69632,2026-06-29T18:25:34+10:00,db_like_extension;sensitive_key_info_name;login_sensitive_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00071,xwechat_files/wxid_rtkga2i8r63812_7865/business/xeditor/mmkv/XEditorData,mmkv_or_key_value,16384,2026-06-29T08:41:07+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00072,xwechat_files/wxid_rtkga2i8r63812_7865/business/xeditor/mmkv/XEditorData.crc,mmkv_or_key_value,16384,2026-06-29T08:41:07+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00073,xwechat_files/wxid_rtkga2i8r63812_7865/business/xweb/mmkv/0a143946bf9f712e671c241e0bda9a79.crc,mmkv_or_key_value,16384,2026-06-29T18:25:40+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00074,xwechat_files/wxid_rtkga2i8r63812_7865/business/xweb/mmkv/1a8e084f07f4c790a84140e5a0d87b63,mmkv_or_key_value,16384,2026-05-11T18:25:31+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00075,xwechat_files/wxid_rtkga2i8r63812_7865/business/xweb/mmkv/1a8e084f07f4c790a84140e5a0d87b63.crc,mmkv_or_key_value,16384,2026-06-11T22:00:25+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00076,xwechat_files/wxid_rtkga2i8r63812_7865/business/xweb/mmkv/0a143946bf9f712e671c241e0bda9a79,mmkv_or_key_value,4194304,2026-06-29T18:25:37+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00095,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv.crc,db_storage/MMKV,16384,2025-10-22T11:42:55+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00096,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv,db_storage/MMKV,16384,2025-09-16T20:02:48+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00097,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641b00tinfo.mmkv,db_storage/MMKV,16384,2026-06-29T18:26:04+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00098,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/storage_common.crc,db_storage/MMKV,16384,2025-11-26T10:39:06+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00099,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,16384,2025-11-18T12:02:08+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00100,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641600tinfo.mmkv,db_storage/MMKV,16384,2026-01-30T11:12:48+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00101,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641900tinfo.mmkv.crc,db_storage/MMKV,16384,2026-06-12T07:19:26+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00102,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641600tinfo.mmkv.crc,db_storage/MMKV,16384,2026-01-30T11:12:48+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00103,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641800tinfo.mmkv.crc,db_storage/MMKV,16384,2026-05-29T12:21:28+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00104,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641700tinfo.mmkv.crc,db_storage/MMKV,16384,2026-03-13T09:55:53+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00105,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv,db_storage/MMKV,16384,2025-12-13T11:21:12+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00106,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv.crc,db_storage/MMKV,16384,2025-09-27T15:05:52+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00107,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641b00tinfo.mmkv.crc,db_storage/MMKV,16384,2026-06-29T18:26:04+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00108,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv,db_storage/MMKV,16384,2025-09-27T15:05:52+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00109,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv.crc,db_storage/MMKV,16384,2025-09-16T20:02:48+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00110,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641a00tinfo.mmkv,db_storage/MMKV,16384,2026-06-29T07:07:57+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00111,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode.crc,db_storage/MMKV,16384,2025-11-18T12:02:08+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00112,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641900tinfo.mmkv,db_storage/MMKV,16384,2026-06-12T07:19:26+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00113,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv.crc,db_storage/MMKV,16384,2025-12-13T11:21:12+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00114,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641700tinfo.mmkv,db_storage/MMKV,16384,2026-03-13T09:55:53+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00115,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv.crc,db_storage/MMKV,16384,2025-11-24T15:31:48+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00116,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv,db_storage/MMKV,16384,2025-11-24T15:31:48+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00117,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641800tinfo.mmkv,db_storage/MMKV,16384,2026-05-29T12:21:28+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00118,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641a00tinfo.mmkv.crc,db_storage/MMKV,16384,2026-06-29T07:07:57+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00119,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv,db_storage/MMKV,16384,2025-10-22T11:42:55+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00120,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/storage_common,db_storage/MMKV,16384,2025-11-26T10:39:06+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00249,xwechat_files/wxid_1eryssl2o0jk12_f329/business/xweb/mmkv/e5286bcb929c39faf7eef96ad94eec7f.crc,mmkv_or_key_value,16384,2026-03-26T16:57:57+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00250,xwechat_files/wxid_1eryssl2o0jk12_f329/business/xweb/mmkv/e5286bcb929c39faf7eef96ad94eec7f,mmkv_or_key_value,1048576,2026-03-26T16:57:57+10:00,mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00264,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/storage_common.crc,db_storage/MMKV,16384,2026-03-26T15:18:49+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00265,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,16384,2026-03-26T15:19:29+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
DB00266,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/MMKV/f2641800tinfo.mmkv.crc,db_storage/MMKV,16384,2026-03-26T19:29:13+10:00,db_storage_path;mmkv_key_value_path,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening,path_size_mtime_only,false,false
