candidate_id,rel_path,domain,size_bytes,mtime_epoch,mtime_iso,extension,candidate_reason,readability_class,signature_category,header_bytes_read,schema_opened,message_or_contact_rows_selected,sensitive_skip,open_policy,read_error,companion_main_rel_path
DB00083,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/solitaire/solitaire.db,db_storage/solitaire,65536,1779603134,2026-05-24T16:12:14+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00084,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/solitaire/solitaire.db-shm,db_storage/solitaire,32768,1782894825,2026-07-01T18:33:45+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/solitaire/solitaire
DB00085,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/solitaire/solitaire.db-wal,db_storage/solitaire,0,1782894825,2026-07-01T18:33:45+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/solitaire/solitaire
DB00086,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact_fts.db-shm,db_storage/contact,32768,1782894825,2026-07-01T18:33:45+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact_fts
DB00087,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact_fts.db-wal,db_storage/contact,0,1782894825,2026-07-01T18:33:45+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact_fts
DB00088,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact.db-wal,db_storage/contact,0,1782894825,2026-07-01T18:33:45+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact
DB00089,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact.db-last.material,db_storage/contact,16384,1763973151,2025-11-24T18:32:31+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00090,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact.db-shm,db_storage/contact,32768,1782894825,2026-07-01T18:33:45+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact
DB00091,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact_fts.db,db_storage/contact,5844992,1782721555,2026-06-29T18:25:55+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00092,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact.db,db_storage/contact,13512704,1782721555,2026-06-29T18:25:55+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00093,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact.db-first.material,db_storage/contact,16384,1763973846,2025-11-24T18:44:06+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00094,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/contact/contact.db-incremental.material,db_storage/contact,4096,1763973881,2025-11-24T18:44:41+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00095,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv.crc,db_storage/MMKV,16384,1761097375,2025-10-22T11:42:55+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00096,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv,db_storage/MMKV,16384,1758016968,2025-09-16T20:02:48+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00097,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641b00tinfo.mmkv,db_storage/MMKV,16384,1782721564,2026-06-29T18:26:04+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00098,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/storage_common.crc,db_storage/MMKV,16384,1764117546,2025-11-26T10:39:06+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00099,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,16384,1763431328,2025-11-18T12:02:08+10:00,,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00100,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641600tinfo.mmkv,db_storage/MMKV,16384,1769735568,2026-01-30T11:12:48+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00101,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641900tinfo.mmkv.crc,db_storage/MMKV,16384,1781212766,2026-06-12T07:19:26+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00102,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641600tinfo.mmkv.crc,db_storage/MMKV,16384,1769735568,2026-01-30T11:12:48+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00103,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641800tinfo.mmkv.crc,db_storage/MMKV,16384,1780021288,2026-05-29T12:21:28+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00104,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641700tinfo.mmkv.crc,db_storage/MMKV,16384,1773359753,2026-03-13T09:55:53+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00105,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv,db_storage/MMKV,16384,1765588872,2025-12-13T11:21:12+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00106,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv.crc,db_storage/MMKV,16384,1758949552,2025-09-27T15:05:52+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00107,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641b00tinfo.mmkv.crc,db_storage/MMKV,16384,1782721564,2026-06-29T18:26:04+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00108,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv,db_storage/MMKV,16384,1758949552,2025-09-27T15:05:52+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00109,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv.crc,db_storage/MMKV,16384,1758016968,2025-09-16T20:02:48+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00110,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641a00tinfo.mmkv,db_storage/MMKV,16384,1782680877,2026-06-29T07:07:57+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00111,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode.crc,db_storage/MMKV,16384,1763431328,2025-11-18T12:02:08+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00112,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641900tinfo.mmkv,db_storage/MMKV,16384,1781212766,2026-06-12T07:19:26+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00113,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv.crc,db_storage/MMKV,16384,1765588872,2025-12-13T11:21:12+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00114,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641700tinfo.mmkv,db_storage/MMKV,16384,1773359753,2026-03-13T09:55:53+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00115,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv.crc,db_storage/MMKV,16384,1763962308,2025-11-24T15:31:48+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00116,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv,db_storage/MMKV,16384,1763962308,2025-11-24T15:31:48+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00117,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641800tinfo.mmkv,db_storage/MMKV,16384,1780021288,2026-05-29T12:21:28+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00118,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641a00tinfo.mmkv.crc,db_storage/MMKV,16384,1782680877,2026-06-29T07:07:57+10:00,.crc,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00119,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv,db_storage/MMKV,16384,1761097375,2025-10-22T11:42:55+10:00,.mmkv,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00120,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/storage_common,db_storage/MMKV,16384,1764117546,2025-11-26T10:39:06+10:00,,db_storage_path;mmkv_key_value_path,sensitive_skip,not_read_sensitive_skip,0,false,false,true,skip_no_open,,
DB00121,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns.db-wal,db_storage/sns,0,1782894825,2026-07-01T18:33:45+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns
DB00122,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns.db-shm,db_storage/sns,32768,1782894825,2026-07-01T18:33:45+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns
DB00123,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/sns/sns.db,db_storage/sns,43286528,1782721565,2026-06-29T18:26:05+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00124,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-wal,db_storage/general,0,1782894826,2026-07-01T18:33:46+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general
DB00125,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db-shm,db_storage/general,32768,1782894826,2026-07-01T18:33:46+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general
DB00126,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/general/general.db,db_storage/general,3883008,1782894826,2026-07-01T18:33:46+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00127,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-incremental.material,db_storage/message,4096,1773645107,2026-03-16T17:11:47+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00128,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db,db_storage/message,139845632,1773645106,2026-03-16T17:11:46+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00129,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-last.material,db_storage/message,258048,1768182315,2026-01-12T11:45:15+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00130,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_fts.db,db_storage/message,119914496,1782894826,2026-07-01T18:33:46+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00131,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-shm,db_storage/message,32768,1782894832,2026-07-01T18:33:52+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw
DB00132,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db,db_storage/message,99000320,1782894826,2026-07-01T18:33:46+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00133,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-last.material,db_storage/message,593920,1782720445,2026-06-29T18:07:25+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00134,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb-shm,db_storage/message,32768,1782721539,2026-06-29T18:25:39+10:00,.kvdb-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb
DB00135,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb-shm,db_storage/message,32768,1782721540,2026-06-29T18:25:40+10:00,.kvdb-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb
DB00136,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-incremental.material,db_storage/message,4096,1782721577,2026-06-29T18:26:17+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00137,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db-wal,db_storage/message,0,1782894832,2026-07-01T18:33:52+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw
DB00138,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-last.material,db_storage/message,32768,1758017166,2025-09-16T20:06:06+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00139,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-incremental.material,db_storage/message,4096,1760142464,2025-10-11T10:27:44+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00140,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb-wal,db_storage/message,20632,1782721536,2026-06-29T18:25:36+10:00,.kvdb-wal,db_storage_path;wal_shm_companion_extension,companion_file,sqlite_wal_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb
DB00141,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb-wal,db_storage/message,20632,1782721537,2026-06-29T18:25:37+10:00,.kvdb-wal,db_storage_path;wal_shm_companion_extension,companion_file,sqlite_wal_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb
DB00142,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db,db_storage/message,28815360,1773645106,2026-03-16T17:11:46+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00143,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db,db_storage/message,2031616,1760142464,2025-10-11T10:27:44+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00144,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb,db_storage/message,12288,1782721535,2026-06-29T18:25:35+10:00,.kvdb,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00145,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.kvdb,db_storage/message,12288,1782721537,2026-06-29T18:25:37+10:00,.kvdb,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00146,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-incremental.material,db_storage/message,4096,1760142464,2025-10-11T10:27:44+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00147,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-last.material,db_storage/message,28672,1782701198,2026-06-29T12:46:38+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00148,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-wal,db_storage/message,0,1782894833,2026-07-01T18:33:53+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3
DB00149,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-shm,db_storage/message,32768,1782894832,2026-07-01T18:33:52+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1
DB00150,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-wal,db_storage/message,0,1782894832,2026-07-01T18:33:52+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1
DB00151,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/weclaw.db,db_storage/message,8192,1780795254,2026-06-07T11:20:54+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00152,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-shm,db_storage/message,32768,1782894833,2026-07-01T18:33:53+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3
DB00153,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-last.material,db_storage/message,782336,1773130139,2026-03-10T18:08:59+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00154,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db,db_storage/message,232751104,1782701198,2026-06-29T12:46:38+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00155,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb-wal,db_storage/message,20632,1782721535,2026-06-29T18:25:35+10:00,.kvdb-wal,db_storage_path;wal_shm_companion_extension,companion_file,sqlite_wal_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb
DB00156,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb-wal,db_storage/message,20632,1782721537,2026-06-29T18:25:37+10:00,.kvdb-wal,db_storage_path;wal_shm_companion_extension,companion_file,sqlite_wal_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb
DB00157,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-shm,db_storage/message,32768,1782894826,2026-07-01T18:33:46+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1
DB00158,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-wal,db_storage/message,0,1782894832,2026-07-01T18:33:52+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource
DB00159,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-wal,db_storage/message,0,1782894827,2026-07-01T18:33:47+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3
DB00160,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db,db_storage/message,24154112,1760142464,2025-10-11T10:27:44+10:00,.db,db_storage_path;db_like_extension,encrypted_or_sqlcipher_likely,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00161,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-incremental.material,db_storage/message,4096,1767579143,2026-01-05T12:12:23+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00162,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-last.material,db_storage/message,73728,1759779203,2025-10-07T05:33:23+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00163,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-shm,db_storage/message,32768,1782894827,2026-07-01T18:33:47+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3
DB00164,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb-shm,db_storage/message,32768,1782721539,2026-06-29T18:25:39+10:00,.kvdb-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.kvdb
DB00165,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb-shm,db_storage/message,32768,1782721539,2026-06-29T18:25:39+10:00,.kvdb-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb
DB00166,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-wal,db_storage/message,0,1782894826,2026-07-01T18:33:46+10:00,.db-wal,db_storage_path;wal_shm_companion_extension,companion_file,empty_file,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1
DB00167,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-shm,db_storage/message,32768,1782894832,2026-07-01T18:33:52+10:00,.db-shm,db_storage_path;wal_shm_companion_extension,companion_file,non_sqlite_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource
DB00168,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.kvdb,db_storage/message,12288,1782721536,2026-06-29T18:25:36+10:00,.kvdb,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00169,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.kvdb,db_storage/message,12288,1782721537,2026-06-29T18:25:37+10:00,.kvdb,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00170,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-incremental.material,db_storage/message,4096,1782720683,2026-06-29T18:11:23+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00171,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-first.material,db_storage/message,331776,1764119065,2025-11-26T11:04:25+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00172,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_2.db-first.material,db_storage/message,69632,1760142464,2025-10-11T10:27:44+10:00,.material,db_storage_path,wcdb_or_unknown,non_sqlite_header,16,false,false,false,header_only_no_schema,,
DB00173,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.kvdb-wal,db_storage/message,20632,1782721536,2026-06-29T18:25:36+10:00,.kvdb-wal,db_storage_path;wal_shm_companion_extension,companion_file,sqlite_wal_header,16,false,false,false,header_only_no_schema,,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.kvdb
